Name,Address,Postal Code,Locality,Brands,Website
SMA SARL,17 Rue des Ecoles,15240,SAIGNES - France,John Deere,
XAMBILI SARL,ZAE St Eugenie,66270,LE SOLER - France,"Grégoire, Massey Ferguson, Valtra",www.xambili.com
SAS OUTHI-TECH,"22 Rue Raoul Dautry
                                                                    ZI Nord",49300,Cholet - France,,
BOISSEAU MOTOCULTURE,30 Rue Joliot Curie,37550,SAINT AVERTIN - France,,
SARL JOUAN,2 RUE BELLEVUE,56300,Neulliac - France,"Emily, Euromark, Keenan, Kongskilde, Quivogne, Rolland",
MOTOCULTURE VERVINOISE,8 rue de la soierie,2140,ST GOBERT - France,,
SLO - LOCATION,3 TER CHEMIN DE LA CHAVEE,88170,Châtenois - France,,
PARTHENAY SARL,La Baubrie,79240,VERNOUX EN GATINE - France,,
NET AGRI,"La Gelussiere
                                                                    MORMAISON",85260,MONTREVERD - France,,
GAUTHIER SARL,ZA Route de Rodern,68590,ST HIPPOLYTE - France,,www.gauthiervini.com
ITHURSARRY SARL,Route de St Jean Pied de Port,64120,SAINT PALAIS - France,Kubota,
FCE MANUTENTION,ZA - 10 rue de l'Aubépine,51520,LA VEUVE - France,"Manitou, Toyota",
SAS ROUSSOT,7 Bis Route Nationale,39120,ANNOIRE - France,"Aguirre, Alpego, Amazone, Demblon, Hardi, La Campagne, Monosem, OCMIS, Sulky, Zagroda, Valtra",
MECAVIT',"144, AVENUE DE COGNAC",17770,Brizambourg - France,,
AGRI OCC,"6 RUE DE LA GRANDE TERRE
                                                                    ZONE EURO 2000",30132,CAISSARGUES - France,,
LE LOULAY A.M.B.,Rue des Peupliers,85600,ST HILAIRE DE LOULAY - France,,
AGRI NEGOLOC,"33 RUE DU BEIGNON
                                                                    za de beaulieu visite matériel",85640,Mouchamps - France,"Amazone, Fendt, Fiat, JCB, Krone, Kubota, Kverneland, Manitou, Merlo, Renault",
AGRI MACHINES 46 SARL,3926 rte de lauzerte - st Laurent,46800,LENDOU en QUERCY - France,,www.agrimachines46.com
ETS DANGREVILLE,33 RUE DU 49EME B C A,80290,CAULIERES - France,Dangreville,www.dangreville.fr
Rullier Médoc,"Rullier Médoc
                                                                    31 RTE MAQUIS DES VIGNES OUDIDES",33250,Pauillac - France,,
GUILBART CONSTRUCTEUR,800 rue du Haut-Bout,80150,VIRONCHAUX - France,,
POITTEVIN-DEWAELE,"37 bis rue d'en haut
                                                                    ETS POITTEVIN DEWAELE",60420,GODENVILLERS - France,"Berthoud, Bogballe, Gyrax, HE-VA, JCB, Krone, Lemken, Sodimac, Zagroda, Valtra",www.agriaffaires.biz/dewaele
ETA du GENEVOIS Négoce,huffin,74160,NEYDENS - France,,
GT SOLUTIONS,12 Rue Maurice Sibille,26200,Montélimar - France,,
SARL LOGIST' AGRI,RUE DU PRESIDENT RENE COTY,76330,Port-Jérôme-sur-Seine - France,,
AGRIVIVES SERVICES SAS,Au Village,32390,REJAUMONT - France,,
AMTP,ZA - Allee de la clairiere,59136,wavrin - France,,
SCHIELE sas,14 rue Turenne,68250,pfaffenheim - France,"Della Toffola, Francesca",
ENAUDIS,ZA de Cimette,35133,LA CHAPELLE JANSON - France,,www.bertin-distribution.com
ALCATOR,Rue des Cloutils,45460,BRAY EN VAL - France,,
SARL PESLIER SAMUEL,15 RUE DE BELLITOURNE,53200,Château-Gontier - France,,
JRP QUAD,28 Avenue du Périgord,33370,ARTIGUES PRES BORDEAUX - France,,
2 Gareni Industrie,8 Rue des Ecoles,47600,CALIGNAC - France,,
S.A.S. PARRON,107 route des Merlons,38710,Prébois - France,New Holland Agriculture,
EUROFER,1 Rue des Vergers,57340,VILLER - France,,
A HORIOT SARL,4 Rue du Vieux Roi,55800,BRABANT LE ROI - France,"Case, Case IH",
C L M,ZA de Fougerals,47380,SAINT ETIENNE DE FOUGERES - France,,
JEULIN SA,3 rue Mardeaux - ZI Nord Villebarou,41000,Villebarou - France,,www.jeulinsa.fr
SARL DEVINCENZI MANUTENTION,21 RUE LAVOISIER,79200,PARTHENAY - France,,
AGRI PIECES80,1 rue de Péronne,80360,CURLU - France,,
SAS Michel LABORY,1 Impasse clos des grives,64121,SERRES CASTET - France,,
ARTIMECA,"la Carriere
                                                                    la Baroche sous Luce",61330,Juvigny Val d'Andaine - France,,
TAQUIPNEU SA   EUROMASTER,590 Route de Paris,82000,MONTAUBAN - France,"Alliance, BKT, Firestone, Kleber, Michelin, Nokian, Taurus, Trelleborg",
Escaffre Matagri SASU,4 clos du jonquoy,59133,Camphin-en-Carembault - France,"Agrisep, Keulmac, Prinsen, Sfoggia, Visser",
Garant Kotte France,Parc d'activité des Nations,67230,Benfeld - France,,
SAS D INVEST,7 impasse des Coteaux,51140,MUIZON - France,,
SAFER BFC,11 rue François Mitterand,21850,saint apollinaire - France,,
GENEVRIER SARL,104 route de la margée,42380,ST NIZIER DE FORNAS - France,"AKO - Kerbl, Amazone, Bobcat, BVL, Deutz-Fahr, Giant, Hydrac, Krone, Kverneland, Lamy, Loiseau, Mailleux, Mauguin, Muthing, Ovlac, Pateer France, Rabaud, Riman, Robert, Sauter, Silofarmer, Sodimac, Stoll",
CORBERES ST GERMES,ROUTE DE LOURDES,65290,Juillan - France,,
DIFMATEL SAS,"Le Rocher
                                                                    LD La Rougeaudrie",44370,BELLIGNE - France,,
Leach Lewis Rubber Track,"58, Avenue de wagram",75017,Paris - France,,
AGRISEM International,"535 Rue Pierre Levasseur
CS 60263",44158,ANCENIS CEDEX - France,,
TISCHMACHER Jerome,"6, rue de l'église",68440,Landser - France,,
MAT AGRI 12,LA VAYSSIERE,12350,LANUEJOULS - France,Kverneland,
AGRI 22,ZA de Kroas Ar Braban,22220,Plouguiel - France,,
SARL FABRE FRERES,route de lune,11100,NARBONNE - France,Fendt,
EUROMASTER MILLAU,C.C CAP DU CRES,12100,Millau - France,,
LAUNAY SARL,2 Rue de la Colmont,53120,BRECE - France,"Berthoud, Deutz-Fahr, Kuhn, Lamborghini, Monosem, Polaris, Same, Vicon",
HEITZ ETS,54B Rue Principale,67150,SCHAEFFERSHEIM - France,John Deere,
VERNOUX MOTOCULTURE,La Pointe,7240,VERNOUX EN VIVARAIS - France,"Deutz-Fahr, Same",
CAMPA / SOCODICOR,"14 rue de la Maison Rouge
                                                                    Lognes",77185,Lognes - France,,
BRUNE & FILS SARL,Au Village,32140,CHELAN - France,,
SAS BRUNO BLINETTE,Les Andoiseaux,70100,RIGNY - France,,
DONGUY AGRI,6545 ROUTE DE LOUHANS,71470,ROMENAY - France,,
ets costamagne,rd 813,82700,finhan - France,"Capello, Case IH",
COSTRAL S.A.,Rue des Prés,68340,RIQUEWIHR - France,,
EUROMASTER CHALONS EN CHAMPAGNE VI,"1 BIS, AVENUE  DU 106EME RI",51000,CHALONS EN CHAMPAGNE - France,,pneu-agricole.euromaster-professionnels.fr/
PAUL PELTRAT & FILS SARL,7 route des prés,71800,OYE - France,,
LE ROYER SAS,"ZA du Chatelier
                                                                    2 Rue de la Pointe",61600,MAGNY LE DESERT - France,,
DUPUIS PHILIPPE SARL,VENIERS,86200,Loudun - France,,www.sarl-dupuis.com
CAQUARD  ETS,Rue de Verdun,54970,LANDRES - France,Valtra,
A7 FRIGO ASSISTANCE,Le Pré du Clos,7290,SATILLIEU - France,,www.a7frigo.fr
DUPLAA DIDIER SARL,Route d'Orthez,64190,NAVARRENX - France,,
JOEL TAFER EURL,ospitaletxea,64220,AHAXE - France,,
MORVAN SARL,Le Bourg,29830,PLOURIN-PLOUDALMEZEAU - France,Valtra,
COCHET SARL,Champagne en Valromey,1260,CHAMPAGNE EN VALROMEY - France,McCormick,
COTTIER SARL,La Guide,43600,ST SIGOLENE - France,"Deutz-Fahr, Same",
GUITTENY SARL,ZA Petite Croix,44680,ST HILAIRE DE CHALEONS - France,,
BOUCHERON SERVICE AGRI SARL (BSA),12 Rue Terre Plaine,89420,CUSSY LES FORGES - France,"Fendt, JCB, Valtra",
EUROMASTER AURILLAC VI,ROUTE DE CONTHE,15000,AURILLAC - France,,pneu-agricole.euromaster-professionnels.fr/
TOUSSAINT SAS,2 RUE DE LA GARE,54470,ESSEY ET MAIZERAIS - France,,www.agriaffaires.biz/toussaint
REDUREAU THIERRY SARL,"6 rue de l'Europe
                                                                    ZI LA CROIX ROUGE",44260,MALVILLE - France,"Kuhn, McCormick",
SprayConcept,Juchepie,36110,LEVROUX - France,,
CALVET SA,41 Allée du Roussillon,11200,LEZIGNAN CORBIERES - France,,
VORS SARL,21 rue de l'aubrac,15300,VALUEJOLS - France,,
MATERIEL AGRICOLE CHARENTAIS,route de champagne mouton,16450,Beaulieu-sur-Sonnette - France,,
BASTARD SAS,36 Route de la Châtre,36400,VICQ EXEMPLET - France,New Holland,
ETS CLARIA,AU VILLAGE,32220,MONTAMAT - France,,
AGRI PRO MAT,"1465 ROUTE D'AVIGNON
                                                                    RD 570",13200,ARLES - France,"Antonio Carraro, Celli, Kuhn, Kverneland, Lely, Orsi, Quivogne, Tonutti, Vicon, Zetor",
EVL Mat,4 avenue du Parc,77160,Poigny - France,,
EUROMASTER ST MARTIN AU LAERT,ZI FOND SQUIN - RUE DES CORMETTES,62500,ST MARTIN AU LAERT - France,,
AXYOM,"Zi de la sablonniere, 24 rue de la Sablonnière CS 40507",76350,Oissel - France,JCB,
VFA12,"LE JOANNENQ
                                                                    60 ROUTE DE ST CHELY",12500,CASTELNAU DE MANDAILLES - France,,
MTAGRI,LES PETITES GRANGES,87420,SAINT VICTURNIEN - France,,
SEGUIER & FOULQUIER,La Bourlarié,81110,VERDALLE - France,,
BERGERON ET FILS SARL,Rue du Docteur Guinard,42680,ST MARCELLIN EN FOREZ - France,,
GEVAERT SARL,les pradelles,24330,ladouze - France,,
TERRIMAT,40 bis Rue du Château d'Eau,45150,DARVOY - France,,
Fert Materiels,104 Route d'Orange,84290,Sainte-Cécile-les-Vignes - France,"Deutz-Fahr, Lamborghini, Same",
GUILLERMIN SARL,Rix,1680,LHUIS - France,Landini,
SARL GARAGE LEFEUVRE,Le Bourg,53190,Landivy - France,"Desvoys, Gourdon, Lely",
REOL ETS,Contournat,63160,SAINT JULIEN DE COPPEL - France,,
SPEVEMAT,"ZA Lacombe
                                                                    548 Route de Tence",43430,Fay-sur-Lignon - France,,
SAS Somm'Agri,3 menesvillers,80290,Moyencourt-lès-Poix - France,,
BUISSON SARL,ZI Les Blaches,38270,JARCIEU - France,,
ROSSIGNOL MOTOCULTURE,Le Chemin Nantais,44470,THOUARE SUR LOIRE - France,,www.rossignol-motoculture.fr
BCM,La Normandie,37110,VILLEDOMER - France,,
DUBRULLE / DOWNS,RD 916,59670,STE MARIE CAPPEL - France,,
A- MEYNIEL,17 Rue Louis Bleriot,63500,Le Broc Issoire - France,,
Atelier Le Berre SARL,Moulin du Lay,29510,LANDREVARZEC - France,,
BRICO FOREST,288 rue du stade,70110,Villersexel - France,,
MICARD ROBERT SAS,Route du Stade,23170,CHAMBON SUR VOUEIZE - France,"Fendt, Massey Ferguson",
MAX GUILHAUMOU ETS,26 Rue Saint Salvy,34210,CESSERAS - France,,
INNOVATIONS ET PAYSAGE,Rue de tigny,42190,CHARLIEU - France,,
CIDAUMAT SARL,Route de Limoise,3160,FRANCHESSE - France,,www.facebook.com/profile.php?id=61560751917281
MAT'AGRI SERVICES,175 Route du soleil,24270,DUSSAC - France,,
SEMAS,Route départementale 20,51490,SELLES - France,"Deutz-Fahr, Same",
ADIMA 61,ZA du Pays Mêlois,61170,ST JULIEN SUR SARTHE - France,Zetor,
BAUTE JEAN BERNARD ETS,Lapeyre,65220,LAPEYRE - France,,
BRIANT SARL,12 Les Carrières de Chauvin,37120,CHAVEIGNES - France,Valtra,
GUILLIN FRERES SARL,Garage de la Montagne - Loubinet,15500,VIEILLESPESSE - France,Valtra,
EUROMASTER ANGOULEME  VI,"37, BOULEVARD BESSON BEY - PORT L'HOUMEAU",16000,ANGOULEME - France,,
DANIEL MULLER ETS,3 Route du Vin,68630,MITTELWIHR - France,McCormick,
RENNES MOTOCULTURE,ZA des Grands Champs,22120,HILLION - France,Kubota,
GIRAUDET SARL,La Campagne,15250,MARMANHAC - France,Zetor,www.ets-giraudet.com
DURY MOTOCULTURE,Le Bourg,3130,AVRILLY - France,"Deutz-Fahr, Same",www.agriaffaires.biz/DURY-MOTOCULTURE
Cussinet Ferme and Farm - C2F Agri,6 Rue des Forges,3330,Bellenaves - France,,www.cussinetfermeandfarm.com
SABATHE & FILS SARL,Route de Lombez,32600,L'ISLE JOURDAIN - France,"Deutz-Fahr, Lamborghini, Same",
PIALLEPORT S.A.,739 ROUTE DE LA COTE ST ANDRE,38870,ST SIMEON DE BRESSIEUX - France,,
MANEKO,Rue Raymond Frénot,54200,Toul - France,,
ATELIER FERRAND,30 rue du 8 mai 1945,18140,LUGNY CHAMPAGNE - France,,
MANUTONE,5 RUE DE LA VOLOGNE,54520,Laxou - France,,
PERA-PELLENC,Route d'agde,34510,Florensac - France,,
HOLMER FRANCE,"Rue Pasteur
                                                                    BP 29",59159,NOYELLE SUR ESCAUT - France,,
DURAND SARL,Le Village,26350,ST CHRISTOPHE ET LE LARIS - France,,
DAFFINI SARL,"PARC D'ACTIVITES DE MONTVERT
                                                                    1025 ALLEE DES ESPAGNOLS",12450,Calmont - France,,www.innov-elevage.fr
Devalle Eau et Force,"route de bordeaux
                                                                    zi labarre",47600,Nérac - France,,
BRUN & FILS SARL,ZA de la Prade,15500,MASSIAC - France,,
MATHA SAS,RN 113/9,34440,NISSAN LEZ ENSERUNE - France,"Agrisem, Fendt",
VERDIER IRRIGATION,"38, route de la Gare",65700,Lascazères - France,,
SOUMEILLAN SARL,Route de Samatan,32200,GIMONT - France,,ets-soumeillan.com
EUROHYDRAU,38 RUE JULES GUESDE,59390,Lys-lez-Lannoy - France,,
SEDEC ETS COMTE,694 chemin des moulins,7400,Alba-la-Romaine - France,Fendt,
LEFEVRE FILS SARL,La Tuilerie,61220,LA COULONCHE - France,,
CLAAS FRANCE SAS,ZI CD 5 Chemin de Sézanne,51230,CONNANTRE - France,,
SCOLAN SARL,"12 ZA Du Groesquer
                                                                    Route Guingamp - Callac",22200,MOUSTERU - France,"Landini, Lindner, Zetor",
EUROMASTER Dijon st Apollinaire 24A,"rue de la goulette, ZAC du bois guillaume",21850,St Apollinaire - France,,
BLS AGRI,La Sarasiniére,26390,HAUTERIVES - France,,
SARL PYRENEES AGRI,Avenue de la gare,64800,Nay - France,,
MSD ELEVAGE SERVICE,RD 134,64330,BOUEILH - France,,
ETS R GUYARD,90 Avenue de la Libération,33460,MACAU - France,,
EUROMASTER MONTELIMAR,11 Avenue du MEYROL,26200,Montélimar - France,,
Agri new,2 Rue André Carpentier,27150,Morgny - France,,
JEAN FOUR-EUROBRESS,L'Allée,1540,PERREX - France,,
ANDREUX SA,"1541, Avenue du Général de Gaulle",30130,PONT SAINT ESPRIT - France,Landini,
AGRI-NORD 44,2 Le Moulin à Vent,44390,PUCEUL - France,,
THIERRY GALLIOT ETS,Route de Concressault,18260,VAILLY SUR SAULDRE - France,,
RMA MATERIEL,Villard Bozon,38570,GONCELIN - France,,
Mec'agri61,Les Joncherets,61220,Briouze - France,"John Deere, Krone, Mailleux, Sulky",
SARL BERNIER,7 Rue de la Forge - La Blinière,49120,LA JUMELLIERE - France,Zetor,
NININ FRERES,1 route de Yoncq,8210,Mouzon - France,,
ETABLISSEMENTS COLLIOT,20 ROUTE DE BOURGES,18340,SAINT JUST - France,,
PX AGRI SARL,12 Avenue des Garrigues,30600,Vestric-et-Candiac - France,,
GENERTECH POWER SOLUTIONS,12 Rue Fernand Gary,66600,Salses-le-Château - France,,
ETS J. MARIE SAS,20 Route Chatelet,18270,CULAN - France,"Deutz-Fahr, Kuhn",
DASTUGUE SARL,Pré de L'Hopital,32260,TACHOIRES - France,Landini,
VLG SARL,ZA,72800,LUCHE PRINGE - France,Landini,
PINGAULT SARL,Le Bourdonnais,53640,LE RIBAY - France,,
BALLAND & FILS SARL,6 bis Route de la Gare - Le Neuf Moulin,88600,DOMFAING - France,"Deutz-Fahr, Same",
BOURGOIN MOTOCULTURE SARL,ZI Route de Joigny,45320,COURTENAY - France,"Deutz-Fahr, Same",
REDDE MARCEL ETS,2 Rue de la Craie,21330,POINCON LES LARREY - France,,
ROCHA-LOCAVERT,1 Chemin du terme de L'ilet,51000,CHALON EN CHAMPAGNE - France,,
GROUPE EURO DIRECT,ZA Les Hauts de Margny190 rue René Caudron,60280,MARGNY LES COMPIEGNE - France,,
BERNIGAUD SARL,Route de Gueugnon,71320,TOULON SUR ARROUX - France,,
EUROMASTER CLERMONT FERRAND,14 RUE DES FRÈRES LUMIÈRE,63100,Clermont-Ferrand - France,,
DORAT VERTS LOISIRS,Chemin de Beaulieu - ZI,63800,COURNON D'AUVERGNE - France,"AS Motor, Bugnot, Echo, Husqvarna, Kubota, Pellenc, Toro, Wiedenmann",
VITIDIS,"10 rue des Champs Seguin
                                                                    ZAC DE SOUILLAC",16200,Jarnac - France,"Alpego, Electrocoup, Grégoire Besson, Infaco, Kärcher, Same, Spedo, Sthik, TMC Cancela",
SARL ETS GUERIN,10 route de Rethel,8310,PAUVRES - France,,
MULTIMECA SARL,16 RUE DE LA FABRIQUE,59360,SAINT SOUPLET - France,,
ZARDO DOMINONI ETS,"818 AVENUE DU MÔLE
                                                                    ZI DES VALIGNONS",74460,MARNAZ - France,,www.zardo.fr
Le Bon Equipement,21 Les PINONS,36800,CHASSENEUIL - France,,
ALSATRA AGRI SAS,NEUWILLERWEG,67490,GOTTESHEIM - France,,
SN DELMAS,1535 AVENUE DE TOULOUSE,31620,Fronton - France,,
ETS PETIT,Le buisson,61550,BOCQUENCÉ - France,,
BRARD ET SARRAN,ZAE du Cèdre Briard,77320,Beton-Bazoches - France,,
CELESTIN SARL,5 Route de St Mont,32400,RISCLE - France,"Deutz-Fahr, Kuhn, Same",
GARAGE HUMBERT SAS,3 Rue du Canal,70200,LES AYNANS - France,Same,
LESEUR AGRI,5 rue de givaucourt,52110,DOMMARTIN LE SAINT PERE - France,,
JOUHANNEAU SARL,La Croix Verte,18600,SAGONNE - France,,
SAS LASSARA FAVRE,249 rue du Faubourg,1400,DOMPIERRE SUR CHALARONNE - France,,
EUROMASTER EVREUX,Evreux 3147 2 rue de l'Angleterre de cary ai n2  La madeleine,27000,Evreux - France,,pneu-agricole.euromaster-professionnels.fr/
DROM'PNEUS,ALLEE DU LANGUEDOC ZI NORD,26300,BOURG DE PEAGE - France,,
GRISARD SARL,ZA du Pasquier,71800,VARENNES SOUS DUN - France,,
AGRIMANU,71 Grande Rue,25620,L'HOPITAL DU GROSBOIS - France,,www.agrimanu.fr
PUISSANT SARL,66 rue tricoche maillard,10160,AIX EN OTHE - France,,
LEGRAND SA/ Bennes HURET,ZAL PETITE DIMERIE,62310,FRUGES - France,,
EUROMASTER CASTENAUDARY,AVENUE MONSEIGNEUR DE LANGLE ROUTE DE CARCASSONNE,11400,CASTELNAUDARY - France,,
RAZOL SUIRE,38 Route de Bernadin,47400,Fauillet - France,,
AGRO SERVICE,23 Faubourg de Cassel,59380,BERGUES - France,,www.agriaffaires.biz/agroservice
LOOS SARL,ZI SEYSSUEL,38200,VIENNE - France,,
GAILLARD MATERIEL AGRICOLE,Za de la Grande Plaine,79800,LA MOTHE SAINT HERAY - France,,
SARL MECA PL AGRI,25Q Rue du Coudray,27240,Sylvains-les-Moulins - France,,
EUROMASTER ARLES,RD 570 - Chemin de Séverin,13200,ARLES - France,,
SAUQUET SARL,6 route de Niort,79110,CHEF BOUTONNE - France,,
VINEA,Rue des Près,68340,RIQUEWIHR - France,,
BOUYER SARL,6 ZA de la Hurline,44320,ST PERE EN RETZ - France,,
GEANT GAUDRY & CIE SA,101 Porte de l'Ile,85420,ST PIERRE LE VIEUX - France,Zetor,
MARCHAL SAS - VITIWALD (anc. SIEGWALD Matériels),"5, rue des Champs
                                                                    ZA EUROPE",68124,LOGELBACH - France,,www.vitiwald.fr
SA LIATECH,"10 rue des Meuniers
                                                                    PA d'Egly",91520,Egly - France,,
SOUCHAUD SAS,ZDE de Millac - Route d'Adriers - BP 11,86150,L'ISLE-JOURDAIN - France,,
SOREAU AGRI,14 Grande Rue,72500,CHENU - France,,www.arbo-viti.com
AGRI SERVICE LOZERE,ZA Eco du Causse d'Auge,48000,MENDE - France,"Case IH, McCormick",
AUNEAU SARL,3 Route Océane - La Bourrelière,86110,CUHON - France,"Landini, Lindner, McCormick",sarlauneau.free.fr
PREST'AGRI,La Croix Rousse,38510,ST VICTOR DE MORESTEL - France,,
CONSTRUCTION EQUIPMENT TRADING,9 impasse de l'Aunis,44150,ANCENIS - France,,www.cet-netc.fr
SARL CABROL,5 avenue de la fabrique,34120,CASTELNAU DE GUERS - France,"Deutz-Fahr, Lamborghini, Same",
SARL AUJARD,ZA VilleDieu,42140,CHEVRIERES - France,,
Ardenne Meca Service,30 rue general du merbion,8220,MONTMEILLANT - France,"Landini, Zetor",
EURL LBS,5 rue du  champ lauron,58110,Châtillon-en-Bazois - France,,
EKIP'ELEVAGE,La Mandrionne,53440,Aron - France,,
LR MAT AGRI,4 rue des vignes,25580,Guyans-Durnes - France,,
GILLOT SAS,4 voie d'Ageville,52800,MANDRES LA COTE - France,"Landini, McCormick",
SARL H2M,13 RUE DE LA CRAY,25420,Voujeaucourt - France,,
GARAGE DUJON,LA RUE HAUTE,3130,LE BOUCHAUD - France,"Manitou, New Holland",
MARTINEAU-IRRIGATION,42 ZA du Chene,17100,LES GONDS - France,,
DERIEMAECKER GERARD ETS,20 Rue des Cerisiers,76390,LE RONCHOIS - France,Lamborghini,
AMATHE SARL,ZA Les Bonnes,43410,LEMPDES S/ ALLAGNON - France,,
VIADENE MOTOCULTURE,Les Molèdes,12460,ST AMANS DES COTS - France,"Deutz-Fahr, Lamborghini, Same",
GROUPE EQUIP'JARDIN,700 Rue de la Bergeresse - ZAC Aulnaies,45160,OLIVET - France,John Deere,www.agriaffaires.biz/equipjardin
SOMAREF SARL,Le Bas Faget,24240,POMPORT - France,,
SYNA12-IMPORT,Bout de la Côte,12600,TAUSSAC - France,,
GRISO PATRICE ETS,"21 route du tumulus
                                                                    bel air",32700,SEMPESSERRE - France,,
GUYON MICHEL,Bel Air,72000,LE MANS - France,,
SAUNIER SA,76 avenue de la sabliere,21200,BEAUNE - France,,
PIERRES & CAILLOUX SAS,route de roches,52700,ROCHEFORT SUR LA COTE - France,,
DROUIN ET FILS,6 AVENUE DE LA TECHNOLOGIE,45270,BELLEGARDE - France,,
MAUNAS SARL,5 Route du Pont Taulat,64170,VIELLENAVE D'ARTHEZ - France,,
DAWN Equipment,Fage basse,47210,Villeréal - France,,
HUGON ESPACE AGRI,ZA La Plaine,48230,CHANAC - France,,
AGRI 2 R,Trabesses,82100,SAINT AIGNAN - France,,
BACK FARMER,10 ZA ANTOIGNE,72380,SAINTE JAMME SUR SARTHE - France,,
GUILLET SARL,25 Rue de la Causcaniere,50890,CONDE SUR VIRE - France,,
G CATTANEO SARL,En Vindée,32130,LABASTIDE SAVES - France,,
SAS Le Roux,Kervillard,29260,Ploudaniel - France,,
SRV FOMBONNE SARL,La Brula,26140,ANNEYRON - France,,
VDM SARL,"22, rue de la paix",10320,BOUILLY - France,"Deutz-Fahr, Same",
BEAULIEU AGRICOLE SARL,28 Route de Chatillon,45630,BEAULIEU SUR LOIRE - France,"Agrisem, Landini",
TEISSIER & FILS SAS,ZI Le Chazelas,4400,BARCELONNETTE - France,"New Holland, Vicon",
Maintenance Mécanique PELTRE,Rue principlale,57810,Languimberg - France,,
SARL BONNET,Daubech,19200,ST PARDOUX LE VIEUX - France,Valtra,
BEAUVAIS ETS,Laleuf,36400,NOHANT-VIC.  LA CHÂTRE - France,Valtra,
SCOMA 22,La Croix Blanche,22210,ST ETIENNE DU GUE DE L'ISLE - France,,www.scoma22.fr/
POLE AGRI SARL,985 ROUTE DE L'OCEAN,40330,Castel-Sarrazin - France,,
PELOUZET MOTOCULTURE,"ZAC DE LA GARE
                                                                    1 Allée de Jonquerolles",13210,SAINT REMY DE PROVENCE - France,"Cub Cadet, Iseki, MTD, Stihl, Viking",
SARL AGRICUBE,ZA route de SOUILLAC,46600,Martel - France,,
SAS MEKA LOISIRS,250B ROUTE D'ALES,30900,Nîmes - France,,
SARL Valagri,26 rue de la croix,1260,Hotonnes - France,,
SARL CHYSCLAIN,9 RUE DES CHAMPS,63220,CHAUMONT LE BOURG - France,,
SARL DURANDET,551 Rue Du Moulin des Landes,85440,Talmont Saint Hilaire - France,,
CSA (Conseils Services Agricoles,2 rue de cari,21140,Semur-en-Auxois - France,,
SARL SP depannage,les vitarelles,47200,Longueville - France,,
Champagri,Zone industrielle,51530,OIRY - France,,
SMAT SERVICES,5 RUE DE L'ESPACE OCÉANE,85190,Aizenay - France,,www.smat-services.com/
MONNERAT SAS,18 rue des margats,77120,Coulommiers - France,Valtra,
AQUADOC SUD-EST,"540 RUE DE L'AVENIR
                                                                    A",26250,LIVRON SUR DROME - France,,www.aquadoc-sud.fr
Agri'Services,ZI - rue des sorbiers,61120,Vimoutiers - France,,
AVRILLAUD AGRI,"31 route de Thourie
                                                                    Le Bois Guy",35640,MARTIGNE-FERCHAUD - France,CLAAS,
NAGEP,26 PLACE SAINT JAMES,3450,EBREUIL - France,,
SCAR,5 rue Pierre et Marie Curie,17100,Saintes - France,,
ACDF AGRI,295 Chemin de l'Union,14140,Saint-Julien-le-Faucon - France,,
Tunnel 2c,1622 route de Luzy,71320,Cuzy - France,,
Farmet France SASU,9 Chemin Saint-germain,11290,Lavalette - France,,
DG ALSACE,14 rue de la prairie,67240,Bischwiller - France,,
INSTALLATIONS PERREAULT,"9, rue des chevalliers",37140,Restigné - France,,
jcs international,28 rue des calamars,11100,NARBONNE PLAGE - France,,
SARL MAZEL,rue du belvédère,12430,Villefranche-de-Panat - France,Samasz,
Legras Industries,37 rue Marcel Paul,51200,Epernay - France,,
SAGOT BARNAGAUD & CIE,Faye,24600,RIBERAC - France,Massey Ferguson,
JOUSSEAUME CLAUDE SARL,ZI Saint Clément - 2 Rue de l'Industrie,44450,LA CHAPELLE BASSE MER - France,,
SOLU'TERRE,20 Rue du Pont des Barres,86400,Civray - France,,
Toscano France,ZA EN BEAUVOIR 255 IMP DES PERDRIX,1500,Château-Gaillard - France,,
MECASAIRE 2000,5 bis Route d'Arville,50760,Sainte-Geneviève - France,,
STRAUTMANN FRANCE,"53, rue du Général Offenstein",67100,Strasbourg - France,,
VITIZONE,"7 RUE PAUL GUERY - ZA LES RODETTES
                                                                    BP80",34120,PEZENAS - France,,
taquipneu,"zi de tartifume
                                                                    rue charles tellier",33130,Bègles - France,,
GARAGE VIART SARL,28 Rue de Wanquetin,62123,Simencourt - France,,
BARNEAUD PNEUS - EUROMASTER,15 ROUTE DE SAINT-JEAN,5000,Gap - France,,
SARL BAUDET Ph,ZA du Chevray,53300,LA HAIE TRAVERSAINE - France,,
DMD AGRI SERVICES,47 rue PELLETIER D'OISY,18200,Saint AMAND Montrond - France,,
Etablissement Mathieu Machemie,le coudert,19410,Saint-Bonnet-l'Enfantier - France,,
POLYMAT SARL,La Résinette,12400,REBOURGUIL - France,,
LATY MACHINES AGRICOLES,Route Nationale 7,13750,PLAN D'ORGON - France,"Landini, Valtra",
ÉTABLISSEMENTS LACHAUD,106 route d'Issoudun,36260,DIOU - France,,
TECHNI SUD ELEVAGE,ZA Bel Orient,56140,BOHAL - France,,
MAG LAPLAGNE,ZA les Arailles,65400,Agos-Vidalos - France,,
SARL EPPSA,40 CHEMIN DE LA CARRERE,64000,PAU - France,"Ingersoll Rand, John Deere, Krone",
PÖTTINGER,129 B La Chapelle,68650,LE BONHOMME - France,,
